index,record_id,gold,pred,error_type,claim_preview,evidence_preview
913,tals_vitaminc_validation_sample1000_validation_32451,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Due to coronavirus , healthy people use surgical masks in Japan .","There is widespread use of surgical masks by healthy people in Hong Kong , Japan , Singapore and Malaysia ."
914,tals_vitaminc_validation_sample1000_validation_3428,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Robert McCall was a retired DIA agent in the film The Equalizer 2 .,"The film stars Denzel Washington , Pedro Pascal , Ashton Sanders , Melissa Leo , and Bill Pullman , and follows retired DIA agent Robert McCall as he sets out on a path of revenge after one of his friends is killed ."
915,tals_vitaminc_validation_sample1000_validation_46299,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Jayasudha is an actor that stars in Daag .,"The film was later remade into the Telugu film Vichitra Jeevitham -LRB- 1978 -RRB- starring Akkineni Nageswara Rao , Vanisri , and Jayasudha ."
917,tals_vitaminc_validation_sample1000_validation_21367,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Jon Stead joined La Liga side FC Barcelona on loan .,"On 31 January 2014 , Stead joined Oldham Athletic on an initial one month loan. On 27 March 2014 , Stead joined League 1 side Bradford City on loan until the end of the 2013–14 season ."
918,tals_vitaminc_validation_sample1000_validation_32453,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,A coronavirus patient with influenza died .,"The first death outside China was reported in the Philippines , when a 44-year-old man confirmed to have contracted the coronavirus , Streptococcus pneumoniae and influenza B died on 1 February ."
919,tals_vitaminc_validation_sample1000_validation_35687,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Dumbfoundead is a Korean rapper .,"Jonathan Edgar Park ( ; born February 18 , 1986 ) , known professionally as Dumbfoundead , is an Argentine American rapper of Korean descent ."
920,tals_vitaminc_validation_sample1000_validation_44064,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Bermuda Triangle is where a number of aircraft and ships have appeared under mysterious circumstances .,The Bermuda Triangle is also known as the Devil 's Triangle because many aircraft and ships keep mysteriously appearing .
921,tals_vitaminc_validation_sample1000_validation_43619,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Asylum Records was first founded in 1787 .,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .
922,tals_vitaminc_validation_sample1000_validation_4403,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Kesari grossed more than 179 crore domestically .,Its domestic gross was 180.02 crore and overseas gross 22.52 crore .
923,tals_vitaminc_validation_sample1000_validation_10149,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,"Garrett Clark Borns is better known for his stage name , Børns Palmito .","Garrett Clark Borns ( born January 7 , 1992 ) , better known by his stage name Børns ( stylized as BØRNS ) , is an American singer and songwriter from Grand Haven , Michigan ."
925,tals_vitaminc_validation_sample1000_validation_18927,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Eonaviego , Asturias , is officially the Principality of Asturias .","Asturias ( , ; ; Eonaviego : Asturias , officially the Principality of Asturias ( ; ) , is an autonomous community in north-west Spain ."
927,tals_vitaminc_validation_sample1000_validation_45007,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Camden , New Jersey is a city .","The town is the home of Rutgers University , Camden , which was founded as the South Jersey Law School in 1926 , and Cooper Medical School of Rowan University , which opened in 2012 ."
929,tals_vitaminc_validation_sample1000_validation_10472,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Chris Eagles is without a club .,"Oldham Athletic = 20:38 , 4 April 2018 ( UTC ) } } Christopher Mark Eagles ( born 19 November 1985 ) is an English footballer who plays as a winger ; he is without a club after leaving Ross County in April 2018.A technically skilled attacker , he has good awar"
930,tals_vitaminc_validation_sample1000_validation_59787,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Tilda Swinton is a model .,Tilda Swinton is a famous chef known for her peculiar cooking skills who owns restaurants all over the world .
932,tals_vitaminc_validation_sample1000_validation_34274,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"By April 23 , 2020 Italy had tested around 1,052,000 people for coronavirus .","By 23 April , Italy had conducted about 1,580,000 tests for the virus ."
933,tals_vitaminc_validation_sample1000_validation_37309,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Less than 640,000 cases of coronavirus have been confirmed .","more than 638,000 cases of COVID-19 have been reported in over 200 countries and territories , resulting in approximately 30,000 deaths ."
934,tals_vitaminc_validation_sample1000_validation_29954,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Coronavirus has led to more than 2900 deaths in mainland China and more than 130 in other countries .,"More than 2,900 people have died in mainland China and more than 130 have died in other countries ."
935,tals_vitaminc_validation_sample1000_validation_22859,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The daughter possessed in Ouija : Origin of Evil is the families youngest .,"Unlike its predecessor , the film 's plot focuses on a widow and her family adding an Ouija board to their scamming business where , unbeknownst to them , they invite a spirit that possesses the youngest daughter ."
936,tals_vitaminc_validation_sample1000_validation_43163,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Anne Rice lived in the US .,"Born in Stockholm , Rice spent much of her early life there before moving to Gothenburg , and later to Malmö , where she spent the rest of her life ."
937,tals_vitaminc_validation_sample1000_validation_50295,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Ian Brennan only works in mining .,"Ian Brennan -LRB- born April 23 , 1978 -RRB- is a television writer , actor , producer and director ."
940,tals_vitaminc_validation_sample1000_validation_47229,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The film `` Dreamer '' was directed by John Gatins .,Dreamer is a 2005 American sports drama film written and directed by Michael Bay in his directorial debut .
943,tals_vitaminc_validation_sample1000_validation_60014,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Tom Baker has narrated a type of digital entertainment .,"In addition to performing acting roles , Baker has narrated commercials , video games , audiobooks and television series ."
944,tals_vitaminc_validation_sample1000_validation_20759,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"The screenplay of Harry Potter and the Deathly Hallows - Part 2 was written by Klove , the musical score was done by Desplat , and the cinematography was done by Serra .","Part 2 was released in 2D , 3-D and IMAX cinemas worldwide from 13–15 July 2011 , and is the only Harry Potter film to be released in 3-D.The film was a commercial success , grossing over $ 1.3 billion worldwide and received critical acclaim , with praise for "
945,tals_vitaminc_validation_sample1000_validation_23705,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Sage was 15 years old when Rocky V was filmed .,"However in Rocky IV , he was portrayed as a 9 year old child whereas Sage was 15 at the time of filming , making him a teenager in this film despite Rocky V taking place just days after Rocky IV."
947,tals_vitaminc_validation_sample1000_validation_25387,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Summit Entertainment is a North American film studio .,"Summit Entertainment LLC ( formerly Summit Entertainment LP ) is a subsidiary British film studio of Lions Gate Entertainment headquartered in Universal City , California with international offices in London ."
948,tals_vitaminc_validation_sample1000_validation_28809,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,The US CDC issued a travel watch at level 1 during the 2019–20 coronavirus pandemic .,"The US CDC later issued a travel watch at level 1 , and guidances and risk assessments were shortly posted by others including the European Centre for Disease Prevention and Control and Public Health England ."
950,tals_vitaminc_validation_sample1000_validation_23167,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,The Israel Baseball League is currently inactive .,others include the Israel Baseball League.
952,tals_vitaminc_validation_sample1000_validation_44744,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Britt Robertson is an academic .,She began working at Harvard Law School right out of college and has been on the faculty full-time ever since .
955,tals_vitaminc_validation_sample1000_validation_54759,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Osamu Tezuka was a young child in 2000 .,During high school in 1944 Tezuka was drafted into the military service to work in a factory .
957,tals_vitaminc_validation_sample1000_validation_20506,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Game Informer sells more than 7.5 million monthly copies .,"over 7.6 million copies are sold each month , making it the third-largest magazine in the United States by circulation ."
958,tals_vitaminc_validation_sample1000_validation_28395,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"On March 11 , 2020 , actor Tom Hanks was affected with Covid-19 .","By 11 March 2020 , the number of deaths in the US had risen to 38 , with over 1,300 cases reported , with one of the cases being actor Tom Hanks.  11 2020 ( Updates Daily ) On 11 March 2020 President Trump announced the suspension of all travel from Europe ( e"
959,tals_vitaminc_validation_sample1000_validation_22632,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Nicky Jam was born in Lawrence , Massachusetts .","Rivera was born to a Puerto Rican father and a Dominican mother in Lawrence , Massachusetts ."
960,tals_vitaminc_validation_sample1000_validation_49735,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The Hindu Kush refers only to a strain of marijuana .,It divides the valley of the Amu Darya -LRB- the ancient Oxus -RRB- to the north from the Indus River valley to the south .
963,tals_vitaminc_validation_sample1000_validation_26609,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Movie reviewers loved the movie Waterworld .,"Deadline.com ( April 30 , 2012 )  Contemporary reviews for the film were mostly negative ."
965,tals_vitaminc_validation_sample1000_validation_32286,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"In more than 190 countries , less than 596,000 cases have been reported .","more than 595,000 cases of COVID-19 have been reported in over 190 countries and territories , resulting in approximately 27,300 deaths ."
967,tals_vitaminc_validation_sample1000_validation_4202,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"The song Shallow sold more than 820,000 copies .","As of March 2019 , it has sold 816,000 copies in the country ."
968,tals_vitaminc_validation_sample1000_validation_20284,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,Aircraft pilots are known for being superstitious .,"F-13 was never assigned ( presumably due to triskaidekaphobia among pilots ) , but after the F/A-18 Hornet , the next announced aircraft was the F-20 Tigershark ."
969,tals_vitaminc_validation_sample1000_validation_30199,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Less than 60,407 cases of coronavirus had been confirmed globally by February 13 , 2020 .","As of 13 February , 60,406 cases have been confirmed worldwide , over 99 % in mainland China ."
970,tals_vitaminc_validation_sample1000_validation_12085,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Matt Ryan 's only pass in 2011 was intercepted by Kareem Jackson .,"On December 4 , 2011 , he made three solo tackles and two pass reflections , and intercepted Matt Ryan for his first and only pass of the season in a 17-10 win over the Atlanta Falcons ."
971,tals_vitaminc_validation_sample1000_validation_47595,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Edgar Wright is a person who directs .,"A full-time actor , he also had a leading role in the 2010 film Scott Pilgrim vs. the World ."
972,tals_vitaminc_validation_sample1000_validation_5652,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Dean Lewis 's single `` Be Alright '' reached 7x Platinum in Australia .,"He is best known for his 2016 single `` Waves '' , which was certified 5× Platinum in Australia in 2019 , and his 2018 single `` Be Alright '' , which reached number one in Australia and was certified platinum within four weeks of release , eventually reaching"
974,tals_vitaminc_validation_sample1000_validation_11525,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The English authority asserted by the House of Tudor was proclaimed by The Crown of Ireland Act 1542 .,"The Tudors extended their power beyond modern England , achieving the full union of England and the Principality of Wales in 1542 ( Laws in Wales Acts 1535 and 1542 ) , and successfully asserting English authority over the Kingdom of Ireland ( proclaimed by th"
975,tals_vitaminc_validation_sample1000_validation_8887,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,21st Century Fox Inc will be merging with Disney after April 2019 .,"Globally , large media conglomerates include Bertelsmann ( BMG ) , National Amusements ( Viacom Inc. and CBS Corporation ) , 21st Century Fox Inc ( merging with Disney on the middle of March 2019 ) , Sony Corporation , Comcast , The Walt Disney Company , AT & "
976,tals_vitaminc_validation_sample1000_validation_4826,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The story of 47 Meters Down : Uncaged occurs in Brazil .,"The sequel takes place in Mexico , and centers around a group of young women who decide to explore some hidden underwater ruins located off-the-beaten trail ."
977,tals_vitaminc_validation_sample1000_validation_58179,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Stephen Colbert hosts talk shows .,Colbert has hosted The News with Stephen Colbert since September 2015 and has worked as a newscaster throughout his career .
